MethodName,MethodFullName,ReturnType,ErrorType,Message
GetGeneration,System.Int32 System.GC::GetGeneration(System.Object),System.Int32,Internal Flag Set,Use of System.Int32 System.GC::GetGeneration(System.Object) is non-deterministic [Internal Flag Set]
_WaitForPendingFinalizers,System.Void System.GC::_WaitForPendingFinalizers(),System.Void,PInvokeImpl Flag Set,Use of System.Void System.GC::_WaitForPendingFinalizers() is non-deterministic [PInvokeImpl Flag Set]
_SuppressFinalize,System.Void System.GC::_SuppressFinalize(System.Object),System.Void,Internal Flag Set,Use of System.Void System.GC::_SuppressFinalize(System.Object) is non-deterministic [Internal Flag Set]
_ReRegisterForFinalize,System.Void System.GC::_ReRegisterForFinalize(System.Object),System.Void,Internal Flag Set,Use of System.Void System.GC::_ReRegisterForFinalize(System.Object) is non-deterministic [Internal Flag Set]
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
GetTotalMemory,System.Int64 System.GC::GetTotalMemory(System.Boolean),System.Int64,Float usage,Float used within System.Int64 System.GC::GetTotalMemory(System.Boolean)
_GetAllocatedBytesForCurrentThread,System.Int64 System.GC::_GetAllocatedBytesForCurrentThread(),System.Int64,Internal Flag Set,Use of System.Int64 System.GC::_GetAllocatedBytesForCurrentThread() is non-deterministic [Internal Flag Set]
_RegisterForFullGCNotification,"System.Boolean System.GC::_RegisterForFullGCNotification(System.Int32,System.Int32)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.GC::_RegisterForFullGCNotification(System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
_CancelFullGCNotification,System.Boolean System.GC::_CancelFullGCNotification(),System.Boolean,Internal Flag Set,Use of System.Boolean System.GC::_CancelFullGCNotification() is non-deterministic [Internal Flag Set]
_WaitForFullGCApproach,System.Int32 System.GC::_WaitForFullGCApproach(System.Int32),System.Int32,Internal Flag Set,Use of System.Int32 System.GC::_WaitForFullGCApproach(System.Int32) is non-deterministic [Internal Flag Set]
_WaitForFullGCComplete,System.Int32 System.GC::_WaitForFullGCComplete(System.Int32),System.Int32,Internal Flag Set,Use of System.Int32 System.GC::_WaitForFullGCComplete(System.Int32) is non-deterministic [Internal Flag Set]
.cctor,System.Void System.CommonlyUsedGenericInstantiations::.cctor(),System.Void,Float usage,Float used within System.Void System.CommonlyUsedGenericInstantiations::.cctor()
Acos,System.Double System.Math::Acos(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Acos(System.Double) is non-deterministic [Internal Flag Set]
Asin,System.Double System.Math::Asin(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Asin(System.Double) is non-deterministic [Internal Flag Set]
Atan,System.Double System.Math::Atan(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Atan(System.Double) is non-deterministic [Internal Flag Set]
Atan2,"System.Double System.Math::Atan2(System.Double,System.Double)",System.Double,Internal Flag Set,"Use of System.Double System.Math::Atan2(System.Double,System.Double) is non-deterministic [Internal Flag Set]"
Ceiling,System.Double System.Math::Ceiling(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Ceiling(System.Double) is non-deterministic [Internal Flag Set]
Cos,System.Double System.Math::Cos(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Cos(System.Double) is non-deterministic [Internal Flag Set]
Cosh,System.Double System.Math::Cosh(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Cosh(System.Double) is non-deterministic [Internal Flag Set]
Floor,System.Double System.Math::Floor(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Floor(System.Double) is non-deterministic [Internal Flag Set]
InternalRound,"System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)",System.Double,Float usage,"Float used within System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)"
InternalRound,"System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)",System.Double,Float usage,"Float used within System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)"
InternalRound,"System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)",System.Double,Float usage,"Float used within System.Double System.Math::InternalRound(System.Double,System.Int32,System.MidpointRounding)"
Sin,System.Double System.Math::Sin(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Sin(System.Double) is non-deterministic [Internal Flag Set]
Tan,System.Double System.Math::Tan(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Tan(System.Double) is non-deterministic [Internal Flag Set]
Sinh,System.Double System.Math::Sinh(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Sinh(System.Double) is non-deterministic [Internal Flag Set]
Tanh,System.Double System.Math::Tanh(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Tanh(System.Double) is non-deterministic [Internal Flag Set]
Round,System.Double System.Math::Round(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Round(System.Double) is non-deterministic [Internal Flag Set]
SplitFractionDouble,System.Double System.Math::SplitFractionDouble(System.Double*),System.Double,Internal Flag Set,Use of System.Double System.Math::SplitFractionDouble(System.Double*) is non-deterministic [Internal Flag Set]
Sqrt,System.Double System.Math::Sqrt(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Sqrt(System.Double) is non-deterministic [Internal Flag Set]
Log,System.Double System.Math::Log(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Log(System.Double) is non-deterministic [Internal Flag Set]
Log10,System.Double System.Math::Log10(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Log10(System.Double) is non-deterministic [Internal Flag Set]
Exp,System.Double System.Math::Exp(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Exp(System.Double) is non-deterministic [Internal Flag Set]
Pow,"System.Double System.Math::Pow(System.Double,System.Double)",System.Double,Internal Flag Set,"Use of System.Double System.Math::Pow(System.Double,System.Double) is non-deterministic [Internal Flag Set]"
IEEERemainder,"System.Double System.Math::IEEERemainder(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::IEEERemainder(System.Double,System.Double)"
IEEERemainder,"System.Double System.Math::IEEERemainder(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::IEEERemainder(System.Double,System.Double)"
IEEERemainder,"System.Double System.Math::IEEERemainder(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::IEEERemainder(System.Double,System.Double)"
Abs,System.Single System.Math::Abs(System.Single),System.Single,Internal Flag Set,Use of System.Single System.Math::Abs(System.Single) is non-deterministic [Internal Flag Set]
Abs,System.Double System.Math::Abs(System.Double),System.Double,Internal Flag Set,Use of System.Double System.Math::Abs(System.Double) is non-deterministic [Internal Flag Set]
Log,"System.Double System.Math::Log(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::Log(System.Double,System.Double)"
Log,"System.Double System.Math::Log(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::Log(System.Double,System.Double)"
Log,"System.Double System.Math::Log(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::Log(System.Double,System.Double)"
Log,"System.Double System.Math::Log(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::Log(System.Double,System.Double)"
Log,"System.Double System.Math::Log(System.Double,System.Double)",System.Double,Float usage,"Float used within System.Double System.Math::Log(System.Double,System.Double)"
Sign,System.Int32 System.Math::Sign(System.Single),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Single)
Sign,System.Int32 System.Math::Sign(System.Single),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Single)
Sign,System.Int32 System.Math::Sign(System.Single),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Single)
Sign,System.Int32 System.Math::Sign(System.Double),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Double)
Sign,System.Int32 System.Math::Sign(System.Double),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Double)
Sign,System.Int32 System.Math::Sign(System.Double),System.Int32,Float usage,Float used within System.Int32 System.Math::Sign(System.Double)
.cctor,System.Void System.Math::.cctor(),System.Void,Float usage,Float used within System.Void System.Math::.cctor()
Acos,System.Single System.MathF::Acos(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Acos(System.Single) is non-deterministic [Internal Flag Set]
Asin,System.Single System.MathF::Asin(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Asin(System.Single) is non-deterministic [Internal Flag Set]
Atan,System.Single System.MathF::Atan(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Atan(System.Single) is non-deterministic [Internal Flag Set]
Atan2,"System.Single System.MathF::Atan2(System.Single,System.Single)",System.Single,Internal Flag Set,"Use of System.Single System.MathF::Atan2(System.Single,System.Single) is non-deterministic [Internal Flag Set]"
Ceiling,System.Single System.MathF::Ceiling(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Ceiling(System.Single) is non-deterministic [Internal Flag Set]
Cos,System.Single System.MathF::Cos(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Cos(System.Single) is non-deterministic [Internal Flag Set]
Cosh,System.Single System.MathF::Cosh(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Cosh(System.Single) is non-deterministic [Internal Flag Set]
Exp,System.Single System.MathF::Exp(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Exp(System.Single) is non-deterministic [Internal Flag Set]
Floor,System.Single System.MathF::Floor(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Floor(System.Single) is non-deterministic [Internal Flag Set]
IEEERemainder,"System.Single System.MathF::IEEERemainder(System.Single,System.Single)",System.Single,Float usage,"Float used within System.Single System.MathF::IEEERemainder(System.Single,System.Single)"
IEEERemainder,"System.Single System.MathF::IEEERemainder(System.Single,System.Single)",System.Single,Float usage,"Float used within System.Single System.MathF::IEEERemainder(System.Single,System.Single)"
IEEERemainder,"System.Single System.MathF::IEEERemainder(System.Single,System.Single)",System.Single,Float usage,"Float used within System.Single System.MathF::IEEERemainder(System.Single,System.Single)"
Log,System.Single System.MathF::Log(System.Single),System.Single,Internal Flag Set,Use of System.Single System.MathF::Log(System.Single) is non-deterministic [Internal Flag Set]
Log,"System.Single System.MathF::Log(System.Single,System.Single)",System.Single,Float usage,"Float used within System.Single System.MathF::Log(System.Single,System.Single)"
